start_ms,end_ms,dur_ms,stream,kind
1749.1714,1749.4305,0.2591,14,H2D
1749.4355,1751.6635,2.2280,14,kernel
1751.0390,1751.3100,0.2710,13,H2D
1751.3128,1751.5887,0.2758,15,H2D
1751.5747,1753.8510,2.2763,13,kernel
1751.5914,1751.8605,0.2691,16,H2D
1753.7571,1756.0165,2.2595,15,kernel
1755.9183,1756.1237,0.2054,14,kernel
1756.1176,1758.3334,2.2159,16,kernel
1756.1253,1756.3654,0.2401,14,D2H
1757.1700,1757.4408,0.2708,14,H2D
1758.2332,1758.4400,0.2068,13,kernel
1758.4337,1758.5978,0.1641,15,kernel
1758.4449,1758.6855,0.2406,13,D2H
1758.5917,1760.8085,2.2168,14,kernel
1758.6897,1758.9298,0.2402,15,D2H
1760.7090,1760.9137,0.2048,16,kernel
1760.9073,1761.0713,0.1641,14,kernel
1760.9156,1761.1559,0.2403,16,D2H
1761.1603,1761.4006,0.2403,14,D2H
1766.3271,1766.5866,0.2595,13,H2D
1766.5967,1768.7903,2.1936,13,kernel
1768.7911,1768.9543,0.1632,13,kernel
1768.8703,1769.1650,0.2948,14,H2D
1768.9571,1769.2739,0.3168,13,D2H
1769.1684,1769.4523,0.2838,15,H2D
1769.1707,1771.3779,2.2071,14,kernel
1769.4549,1769.7225,0.2677,16,H2D
1771.2921,1773.5456,2.2535,15,kernel
1773.4505,1775.6873,2.2367,16,kernel
1773.6829,1773.9438,0.2609,13,H2D
1775.5940,1775.7961,0.2021,14,kernel
1775.7898,1775.9524,0.1627,15,kernel
1775.8084,1776.0489,0.2405,14,D2H
1775.9464,1778.1374,2.1910,13,kernel
1776.0530,1776.2932,0.2402,15,D2H
1778.0445,1778.2467,0.2022,16,kernel
1778.2402,1778.4024,0.1622,13,kernel
1778.2548,1778.4951,0.2403,16,D2H
1778.4995,1778.7397,0.2402,13,D2H
1781.1419,1781.3998,0.2579,14,H2D
1781.4075,1783.5778,2.1703,14,kernel
1783.5786,1783.7395,0.1609,14,kernel
1783.7421,1783.9821,0.2401,14,D2H
1784.1059,1784.3760,0.2701,13,H2D
1784.3842,1786.5729,2.1887,13,kernel
1785.0973,1785.3697,0.2724,14,H2D
1785.3731,1785.6478,0.2747,15,H2D
1785.6505,1785.9230,0.2726,16,H2D
1786.4805,1788.7097,2.2292,14,kernel
1788.6165,1790.8416,2.2252,15,kernel
1790.7548,1792.9839,2.2291,16,kernel
1792.8901,1793.0926,0.2025,13,kernel
1793.0860,1793.2494,0.1634,14,kernel
1793.0973,1793.3375,0.2402,13,D2H
1793.2428,1793.4054,0.1627,15,kernel
1793.3416,1793.5819,0.2403,14,D2H
1793.3993,1793.5618,0.1625,16,kernel
1793.5870,1793.8271,0.2401,15,D2H
1793.8316,1794.0716,0.2401,16,D2H
1796.8358,1797.0964,0.2607,13,H2D
1797.1041,1799.3761,2.2720,13,kernel
1799.3770,1799.5448,0.1678,13,kernel
1799.5465,1799.7867,0.2402,13,D2H
1800.3595,1800.6184,0.2589,14,H2D
1800.6232,1802.9106,2.2873,14,kernel
1802.4263,1802.6977,0.2713,13,H2D
1802.7004,1802.9808,0.2803,15,H2D
1802.8156,1805.1454,2.3298,13,kernel
1802.9837,1803.2507,0.2670,16,H2D
1805.0463,1805.2566,0.2102,14,kernel
1805.2503,1807.5370,2.2867,15,kernel
1805.2608,1805.5010,0.2402,14,D2H
1806.2264,1806.4930,0.2666,14,H2D
1807.4422,1809.7706,2.3284,16,kernel
1809.6717,1809.8841,0.2124,13,kernel
1809.8775,1812.1688,2.2913,14,kernel
1809.8895,1810.1297,0.2402,13,D2H
1811.0714,1811.3324,0.2610,13,H2D
1812.0641,1812.2792,0.2151,15,kernel
1812.2725,1812.4421,0.1696,16,kernel
1812.2847,1812.5254,0.2406,15,D2H
1812.4358,1814.7271,2.2913,13,kernel
1812.5297,1812.7699,0.2402,16,D2H
1813.9546,1814.2226,0.2680,15,H2D
1814.2254,1814.4929,0.2675,16,H2D
1814.6285,1814.8440,0.2155,14,kernel
1814.8375,1817.2139,2.3765,15,kernel
1814.8461,1815.0866,0.2404,14,D2H
1816.2025,1816.4711,0.2686,14,H2D
1817.1170,1819.5485,2.4315,16,kernel
1819.4512,1819.6727,0.2215,13,kernel
1819.6659,1822.0648,2.3989,14,kernel
1819.6754,1819.9157,0.2403,13,D2H
1821.2836,1821.5575,0.2739,13,H2D
1821.9597,1822.1793,0.2196,15,kernel
1822.1726,1822.3499,0.1774,16,kernel
1822.1889,1822.4292,0.2402,15,D2H
1822.3432,1824.7446,2.4015,13,kernel
1822.4335,1822.6737,0.2402,16,D2H
1824.6367,1824.8579,0.2211,14,kernel
1824.8513,1825.0281,0.1768,13,kernel
1824.8632,1825.1035,0.2403,14,D2H
1825.1079,1825.3907,0.2828,13,D2H
1825.2041,1825.4961,0.2920,15,H2D
1825.5031,1827.8836,2.3805,15,kernel
1827.8844,1828.0598,0.1755,15,kernel
1828.0684,1828.3085,0.2401,15,D2H
1833.1401,1833.4078,0.2677,14,H2D
1833.4120,1835.8076,2.3956,14,kernel
1834.3025,1834.5818,0.2794,13,H2D
1834.5846,1834.8593,0.2748,15,H2D
1834.8625,1835.1358,0.2733,16,H2D
1835.7094,1838.1423,2.4329,13,kernel
1838.0463,1840.4854,2.4391,15,kernel
1840.3865,1842.8316,2.4450,16,kernel
1842.7242,1842.9459,0.2216,14,kernel
1842.9391,1843.1169,0.1778,13,kernel
1842.9490,1843.1896,0.2406,14,D2H
1843.1097,1843.2870,0.1773,15,kernel
1843.1938,1843.4346,0.2407,13,D2H
1843.2805,1843.4571,0.1767,16,kernel
1843.4389,1843.6791,0.2402,15,D2H
1843.6836,1843.9238,0.2402,16,D2H
1846.6647,1846.9239,0.2592,14,H2D
1846.9309,1849.3091,2.3782,14,kernel
1849.3099,1849.4856,0.1757,14,kernel
1849.4883,1849.7285,0.2402,14,D2H
1850.9999,1851.2571,0.2572,13,H2D
1851.2654,1853.6603,2.3949,13,kernel
1851.9154,1852.1861,0.2707,14,H2D
1852.1892,1852.4676,0.2784,15,H2D
1852.4707,1852.7509,0.2802,16,H2D
1853.5632,1855.9786,2.4154,14,kernel
1855.8837,1858.2093,2.3256,15,kernel
1858.1160,1860.4458,2.3298,16,kernel
1860.3495,1860.5602,0.2107,13,kernel
1860.5533,1860.7233,0.1700,14,kernel
1860.5651,1860.8053,0.2402,13,D2H
1860.7169,1860.8866,0.1697,15,kernel
1860.8096,1861.0498,0.2402,14,D2H
1860.8798,1861.0487,0.1689,16,kernel
1861.0539,1861.2941,0.2402,15,D2H
1861.2986,1861.5388,0.2402,16,D2H
1864.7610,1865.0259,0.2649,13,H2D
1865.0277,1865.3012,0.2735,14,H2D
1865.0299,1867.3153,2.2854,13,kernel
1865.3046,1865.5785,0.2739,15,H2D
1865.5811,1865.8532,0.2721,16,H2D
1867.2210,1869.5460,2.3250,14,kernel
1869.4545,1871.7763,2.3217,15,kernel
1871.6856,1874.0106,2.3250,16,kernel
1873.9165,1874.1280,0.2115,13,kernel
1874.1216,1874.2914,0.1698,14,kernel
1874.1356,1874.3762,0.2406,13,D2H
1874.2849,1874.4546,0.1697,15,kernel
1874.3805,1874.6207,0.2402,14,D2H
1874.4480,1874.6172,0.1692,16,kernel
1874.6249,1874.8650,0.2401,15,D2H
1874.8695,1875.1097,0.2402,16,D2H
1878.4901,1878.7490,0.2589,13,H2D
1878.7580,1881.0009,2.2428,13,kernel
1881.0016,1881.1679,0.1663,13,kernel
1881.1769,1881.4171,0.2402,13,D2H
1881.7764,1882.0364,0.2599,14,H2D
1882.0407,1884.2893,2.2487,14,kernel
1884.2900,1884.4567,0.1667,14,kernel
1884.4064,1884.7100,0.3036,13,H2D
1884.4591,1884.7777,0.3186,14,D2H
1884.7140,1884.9892,0.2753,15,H2D
1884.7239,1886.9857,2.2618,13,kernel
1884.9918,1885.2576,0.2658,16,H2D
1885.6927,1885.9660,0.2733,14,H2D
1886.8881,1889.1895,2.3014,15,kernel
1889.0986,1891.3954,2.2968,16,kernel
1891.3030,1893.6076,2.3046,14,kernel
1893.5050,1893.7170,0.2121,13,kernel
1893.7105,1893.8781,0.1676,15,kernel
1893.7252,1893.9655,0.2403,13,D2H
1893.8720,1894.0397,0.1677,16,kernel
1893.9706,1894.2108,0.2402,15,D2H
1894.0333,1894.2004,0.1672,14,kernel
1894.2151,1894.4553,0.2402,16,D2H
1894.4598,1894.6999,0.2402,14,D2H
1903.1321,1903.3912,0.2591,13,H2D
1903.4001,1905.6602,2.2601,13,kernel
1904.6525,1904.9234,0.2708,14,H2D
1904.9264,1905.2129,0.2865,15,H2D
1905.2160,1905.4938,0.2778,16,H2D
1905.5665,1907.8641,2.2976,14,kernel
1907.7744,1910.0669,2.2924,15,kernel
1909.9788,1912.2781,2.2994,16,kernel
1912.1840,1912.3939,0.2099,13,kernel
1912.3874,1912.5552,0.1677,14,kernel
1912.3968,1912.6372,0.2404,13,D2H
1912.5487,1912.7166,0.1679,15,kernel
1912.6412,1912.8814,0.2403,14,D2H
1912.7102,1912.8775,0.1673,16,kernel
1912.8857,1913.1258,0.2401,15,D2H
1913.1302,1913.3704,0.2402,16,D2H
1917.4308,1917.6905,0.2597,13,H2D
1917.6968,1919.8911,2.1943,13,kernel
1919.8918,1920.0543,0.1625,13,kernel
1920.0563,1920.2964,0.2401,13,D2H
1920.7761,1921.0357,0.2596,14,H2D
1921.0429,1923.2406,2.1977,14,kernel
1923.2414,1923.4040,0.1627,14,kernel
1923.4085,1923.6579,0.2494,14,D2H
1923.6436,1923.9104,0.2667,13,H2D
1923.9164,1926.1245,2.2081,13,kernel
1924.7918,1925.0626,0.2708,14,H2D
1925.0657,1925.3412,0.2754,15,H2D
1925.3438,1925.6169,0.2731,16,H2D
1926.0381,1928.2829,2.2448,14,kernel
1928.1954,1930.4448,2.2494,15,kernel
1930.3564,1932.6090,2.2526,16,kernel
1932.5155,1932.7202,0.2047,13,kernel
1932.7140,1932.8789,0.1650,14,kernel
1932.7254,1932.9656,0.2402,13,D2H
1932.8724,1933.0371,0.1647,15,kernel
1932.9706,1933.2107,0.2401,14,D2H
1933.0307,1933.1946,0.1638,16,kernel
1933.2148,1933.4549,0.2401,15,D2H
1933.4593,1933.6994,0.2401,16,D2H
1936.3170,1936.5761,0.2591,13,H2D
1936.5859,1938.8111,2.2252,13,kernel
1937.0285,1937.2987,0.2702,14,H2D
1937.3014,1937.5747,0.2732,15,H2D
1937.5774,1937.8536,0.2762,16,H2D
1938.7128,1941.0087,2.2959,14,kernel
1940.9190,1943.2185,2.2995,15,kernel
1943.1239,1945.4296,2.3058,16,kernel
1945.3328,1945.5416,0.2088,13,kernel
1945.5348,1945.7029,0.1681,14,kernel
1945.5491,1945.7893,0.2402,13,D2H
1945.6965,1945.8644,0.1679,15,kernel
1945.7936,1946.0339,0.2403,14,D2H
1945.8580,1946.0250,0.1669,16,kernel
1946.0380,1946.2781,0.2401,15,D2H
1946.2825,1946.5227,0.2402,16,D2H
1949.2616,1949.5272,0.2657,13,H2D
1949.5302,1949.8054,0.2752,14,H2D
1949.5314,1951.7921,2.2607,13,kernel
1949.8080,1950.0928,0.2848,15,H2D
1950.0959,1950.3702,0.2743,16,H2D
1951.6969,1953.9974,2.3005,14,kernel
1953.9029,1956.1956,2.2927,15,kernel
1956.1075,1958.3614,2.2539,16,kernel
1958.2662,1958.4706,0.2044,13,kernel
1958.4645,1958.6295,0.1651,14,kernel
1958.4744,1958.7147,0.2403,13,D2H
1958.6229,1958.7871,0.1642,15,kernel
1958.7192,1958.9593,0.2402,14,D2H
1958.7809,1958.9448,0.1639,16,kernel
1958.9634,1959.2035,0.2401,15,D2H
1959.2080,1959.4481,0.2401,16,D2H
1966.9314,1967.1965,0.2651,13,H2D
1967.1990,1967.4761,0.2771,14,H2D
1967.2097,1969.4184,2.2087,13,kernel
1967.4800,1967.7539,0.2739,15,H2D
1967.7568,1968.0303,0.2736,16,H2D
1969.3302,1971.5794,2.2492,14,kernel
1971.4879,1973.7354,2.2476,15,kernel
1973.6465,1975.8998,2.2533,16,kernel
1975.8074,1976.0081,0.2007,13,kernel
1976.0021,1976.1622,0.1601,14,kernel
1976.0096,1976.2497,0.2402,13,D2H
1976.1560,1976.3158,0.1599,15,kernel
1976.2537,1976.4938,0.2401,14,D2H
1976.3095,1976.4684,0.1590,16,kernel
1976.4979,1976.7379,0.2400,15,D2H
1976.7434,1976.9835,0.2401,16,D2H
1979.9742,1980.2333,0.2592,13,H2D
1980.2423,1982.3658,2.1236,13,kernel
1982.2199,1982.4862,0.2663,14,H2D
1982.3698,1982.5298,0.1600,13,kernel
1982.4880,1982.7982,0.3102,15,H2D
1982.5236,1984.6636,2.1400,14,kernel
1982.5349,1982.8535,0.3187,13,D2H
1982.8018,1983.0771,0.2754,16,H2D
1983.4834,1983.7566,0.2731,13,H2D
1984.5768,1986.7562,2.1795,15,kernel
1986.6682,1988.8457,2.1775,16,kernel
1988.7598,1990.9463,2.1866,13,kernel
1990.8516,1991.0488,0.1972,14,kernel
1991.0427,1991.2022,0.1595,15,kernel
1991.0545,1991.2948,0.2403,14,D2H
1991.1964,1991.3561,0.1597,16,kernel
1991.2990,1991.5392,0.2402,15,D2H
1991.3497,1991.5085,0.1588,13,kernel
1991.5437,1991.7838,0.2400,16,D2H
1991.7883,1992.0284,0.2401,13,D2H
1993.7735,1994.0313,0.2578,14,H2D
1994.0350,1996.1564,2.1214,14,kernel
1996.1571,1996.3148,0.1577,14,kernel
1996.3197,1996.5597,0.2400,14,D2H
1997.6307,1997.8906,0.2599,13,H2D
1997.8988,2000.1811,2.2823,13,kernel
1998.3527,1998.6239,0.2712,14,H2D
1998.6269,1998.9022,0.2753,15,H2D
1998.9047,1999.1789,0.2742,16,H2D
2000.0906,2002.4133,2.3226,14,kernel
2002.3225,2004.6518,2.3292,15,kernel
2004.5537,2006.8858,2.3320,16,kernel
2006.7887,2006.9986,0.2099,13,kernel
2006.9921,2007.1619,0.1698,14,kernel
2007.0030,2007.2433,0.2402,13,D2H
2007.1555,2007.3252,0.1696,15,kernel
2007.2474,2007.4880,0.2405,14,D2H
2007.3187,2007.4875,0.1688,16,kernel
2007.4920,2007.7321,0.2401,15,D2H
2007.7366,2007.9768,0.2402,16,D2H
2011.4176,2011.6767,0.2591,13,H2D
2011.6813,2013.9481,2.2668,13,kernel
2013.9490,2014.1166,0.1677,13,kernel
2014.1260,2014.3661,0.2401,13,D2H
2015.2031,2015.4626,0.2595,14,H2D
2015.4689,2017.7330,2.2640,14,kernel
2017.3627,2017.6329,0.2703,13,H2D
2017.6358,2017.9081,0.2723,15,H2D
2017.6456,2019.9244,2.2788,13,kernel
2017.9107,2018.1785,0.2678,16,H2D
2019.8274,2020.0326,0.2052,14,kernel
2020.0263,2022.2573,2.2311,15,kernel
2020.0392,2020.2793,0.2401,14,D2H
2021.1628,2021.4302,0.2674,14,H2D
2022.1674,2024.4498,2.2824,16,kernel
2024.3494,2024.5563,0.2069,13,kernel
2024.5496,2026.7823,2.2327,14,kernel
2024.5634,2024.8036,0.2402,13,D2H
2025.5880,2025.8485,0.2605,13,H2D
2026.6911,2026.8976,0.2064,15,kernel
2026.8915,2027.0576,0.1661,16,kernel
2026.9063,2027.1466,0.2403,15,D2H
2027.0512,2029.2923,2.2411,13,kernel
2027.1510,2027.3912,0.2402,16,D2H
2028.7861,2029.0522,0.2661,15,H2D
2029.1931,2029.3985,0.2054,14,kernel
2029.3922,2031.6276,2.2354,15,kernel
2029.4029,2029.6874,0.2845,14,D2H
2029.4942,2029.7900,0.2958,16,H2D
2030.5849,2030.8523,0.2674,14,H2D
2031.5333,2031.7398,0.2064,13,kernel
2031.7333,2033.9653,2.2320,16,kernel
2031.7461,2031.9903,0.2442,13,D2H
2033.8428,2034.1042,0.2615,13,H2D
2033.8721,2036.1514,2.2792,14,kernel
2036.0521,2036.2588,0.2067,15,kernel
2036.2523,2036.4183,0.1660,16,kernel
2036.2631,2036.5036,0.2404,15,D2H
2036.4122,2038.6493,2.2371,13,kernel
2036.5078,2036.7479,0.2402,16,D2H
2038.5524,2038.7585,0.2061,14,kernel
2038.7520,2038.9175,0.1654,13,kernel
2038.7692,2039.0099,0.2407,14,D2H
2039.0141,2039.2542,0.2402,13,D2H
2040.1758,2040.4339,0.2581,15,H2D
2040.4441,2042.8810,2.4369,15,kernel
2042.8818,2043.0616,0.1798,15,kernel
2043.0687,2043.3089,0.2402,15,D2H
2048.6245,2048.8917,0.2672,13,H2D
2048.8948,2049.1710,0.2763,14,H2D
2048.8955,2051.3537,2.4582,13,kernel
2049.1739,2049.4489,0.2750,15,H2D
2049.4519,2049.7242,0.2722,16,H2D
2051.2543,2053.7541,2.4998,14,kernel
2053.6581,2056.1657,2.5076,15,kernel
2056.0612,2058.5530,2.4919,16,kernel
2058.4561,2058.6690,0.2130,13,kernel
2058.6624,2058.8343,0.1719,14,kernel
2058.6715,2058.9117,0.2402,13,D2H
2058.8279,2058.9991,0.1712,15,kernel
2058.9160,2059.1565,0.2404,14,D2H
2058.9927,2059.1637,0.1710,16,kernel
2059.1615,2059.4016,0.2401,15,D2H
2059.4062,2059.6464,0.2402,16,D2H
2062.7333,2062.9935,0.2602,13,H2D
2063.0012,2065.2943,2.2931,13,kernel
2065.2951,2065.4647,0.1696,13,kernel
2065.4672,2065.7073,0.2402,13,D2H
2067.4127,2067.6727,0.2601,14,H2D
2067.6795,2069.9930,2.3135,14,kernel
2068.8177,2069.0894,0.2716,13,H2D
2069.0925,2069.3709,0.2784,15,H2D
2069.3740,2069.6464,0.2723,16,H2D
2069.8967,2072.2461,2.3494,13,kernel
2072.1540,2074.5055,2.3516,15,kernel
2074.4121,2076.7623,2.3502,16,kernel
2076.6706,2076.8845,0.2140,14,kernel
2076.8777,2077.0479,0.1702,13,kernel
2076.8865,2077.1267,0.2402,14,D2H
2077.0414,2077.2112,0.1698,15,kernel
2077.1310,2077.3712,0.2403,13,D2H
2077.2046,2077.3729,0.1683,16,kernel
2077.3869,2077.6270,0.2401,15,D2H
2077.6314,2077.8715,0.2401,16,D2H
2079.5172,2079.7765,0.2593,14,H2D
2079.7831,2082.0265,2.2433,14,kernel
2081.8962,2082.1629,0.2667,13,H2D
2082.0273,2082.1966,0.1693,14,kernel
2082.1666,2082.4762,0.3097,15,H2D
2082.1900,2084.4475,2.2575,13,kernel
2082.2047,2082.5243,0.3195,14,D2H
2082.4797,2082.7513,0.2716,16,H2D
2083.3244,2083.5961,0.2717,14,H2D
2084.3562,2086.6528,2.2966,15,kernel
2086.5634,2088.8621,2.2988,16,kernel
2088.7670,2091.0656,2.2985,14,kernel
2090.9734,2091.1820,0.2087,13,kernel
2091.1758,2091.3433,0.1676,15,kernel
2091.1931,2091.4335,0.2403,13,D2H
2091.3371,2091.5055,0.1684,16,kernel
2091.4377,2091.6779,0.2402,15,D2H
2091.4986,2091.6657,0.1671,14,kernel
2091.6822,2091.9223,0.2401,16,D2H
2091.9268,2092.1669,0.2401,14,D2H
2095.1748,2095.4323,0.2575,13,H2D
2095.4377,2097.6994,2.2617,13,kernel
2096.5242,2096.7945,0.2703,14,H2D
2096.7978,2097.0716,0.2738,15,H2D
2097.0743,2097.3471,0.2728,16,H2D
2097.6010,2099.9395,2.3386,14,kernel
2099.8491,2102.2014,2.3523,15,kernel
2102.1061,2104.4717,2.3656,16,kernel
2104.3635,2104.5786,0.2151,13,kernel
2104.5721,2104.7441,0.1720,14,kernel
2104.5848,2104.8256,0.2408,13,D2H
2104.7375,2104.9093,0.1718,15,kernel
2104.8299,2105.0705,0.2406,14,D2H
2104.9025,2105.0732,0.1707,16,kernel
2105.0753,2105.3155,0.2402,15,D2H
2105.3202,2105.5604,0.2402,16,D2H
2108.3771,2108.6368,0.2597,13,H2D
2108.6450,2110.9563,2.3113,13,kernel
2110.3176,2110.5883,0.2707,14,H2D
2110.5922,2110.8737,0.2816,15,H2D
2110.8611,2113.2171,2.3560,14,kernel
2110.8768,2111.1455,0.2687,16,H2D
2113.1179,2115.4803,2.3624,15,kernel
2115.3762,2115.5905,0.2143,13,kernel
2115.5840,2117.8992,2.3152,16,kernel
2115.5926,2115.8328,0.2402,13,D2H
2116.4799,2116.7409,0.2611,13,H2D
2117.8021,2118.0124,0.2103,14,kernel
2118.0055,2118.1749,0.1694,15,kernel
2118.0144,2118.2547,0.2403,14,D2H
2118.1689,2120.4614,2.2925,13,kernel
2118.2588,2118.4990,0.2402,15,D2H
2120.3593,2120.5716,0.2123,16,kernel
2120.5029,2120.8001,0.2973,14,H2D
2120.5649,2120.7346,0.1696,13,kernel
2120.5763,2120.8689,0.2927,16,D2H
2120.8098,2123.0942,2.2844,14,kernel
2120.8728,2121.1130,0.2402,13,D2H
2121.6971,2121.9673,0.2702,15,H2D
2123.0000,2125.3320,2.3320,15,kernel
2123.9810,2124.2481,0.2671,13,H2D
2124.2506,2124.5157,0.2651,16,H2D
2125.2309,2125.4409,0.2100,14,kernel
2125.4346,2127.7132,2.2785,13,kernel
2125.4526,2125.6927,0.2401,14,D2H
2126.8083,2127.0748,0.2665,14,H2D
2127.6243,2129.9535,2.3292,16,kernel
2129.8541,2130.0647,0.2106,15,kernel
2130.0584,2132.3524,2.2940,14,kernel
2130.0704,2130.3106,0.2402,15,D2H
2131.1944,2131.4658,0.2714,15,H2D
2132.2475,2132.4588,0.2113,13,kernel
2132.4524,2132.6225,0.1701,16,kernel
2132.4614,2132.7016,0.2402,13,D2H
2132.6155,2134.9029,2.2874,15,kernel
2132.7060,2132.9462,0.2402,16,D2H
2134.8035,2135.0160,0.2124,14,kernel
2135.0092,2135.1784,0.1691,15,kernel
2135.0227,2135.2631,0.2404,14,D2H
2135.2672,2135.5073,0.2401,15,D2H
2137.5144,2137.7740,0.2596,13,H2D
2137.7812,2140.0482,2.2669,13,kernel
2140.0490,2140.2163,0.1673,13,kernel
2140.2257,2140.4658,0.2402,13,D2H
2145.7013,2145.9624,0.2611,14,H2D
2145.9661,2148.4798,2.5137,14,kernel
2147.6799,2147.9513,0.2714,13,H2D
2147.9543,2148.2295,0.2753,15,H2D
2148.2326,2148.5040,0.2714,16,H2D
2148.3781,2150.9411,2.5630,13,kernel
2150.8357,2153.4015,2.5658,15,kernel
2153.2913,2153.5235,0.2323,14,kernel
2153.5167,2156.0341,2.5174,16,kernel
2153.5335,2153.7738,0.2403,14,D2H
2154.6855,2154.9516,0.2661,14,H2D
2155.9302,2156.1618,0.2316,13,kernel
2156.1546,2156.3407,0.1860,15,kernel
2156.1658,2156.4063,0.2405,13,D2H
2156.3337,2158.8543,2.5206,14,kernel
2156.4106,2156.6510,0.2404,15,D2H
2158.7425,2158.9673,0.2248,16,kernel
2158.9604,2159.1377,0.1773,14,kernel
2158.9725,2159.2128,0.2403,16,D2H
2159.2173,2159.4576,0.2403,14,D2H
2160.5765,2160.8343,0.2578,13,H2D
2160.8421,2163.2409,2.3988,13,kernel
2161.5599,2161.8295,0.2696,14,H2D
2161.8334,2162.1088,0.2754,15,H2D
2162.1121,2162.3856,0.2735,16,H2D
2163.1436,2165.5899,2.4462,14,kernel
2165.4873,2167.9291,2.4419,15,kernel
2167.8315,2170.2815,2.4500,16,kernel
2170.1795,2170.4001,0.2206,13,kernel
2170.3935,2170.5717,0.1782,14,kernel
2170.4026,2170.6432,0.2405,13,D2H
2170.5649,2170.7427,0.1778,15,kernel
2170.6475,2170.8877,0.2402,14,D2H
2170.7359,2170.9131,0.1771,16,kernel
2170.8928,2171.1333,0.2405,15,D2H
2171.1377,2171.3779,0.2402,16,D2H
2176.4938,2176.7584,0.2646,13,H2D
2176.7604,2177.0406,0.2802,14,H2D
2176.7628,2179.1409,2.3781,13,kernel
2177.0436,2177.3186,0.2751,15,H2D
2177.3223,2177.5945,0.2722,16,H2D
2179.0449,2181.4410,2.3961,14,kernel
2181.3435,2183.7387,2.3953,15,kernel
2183.6392,2186.0375,2.3983,16,kernel
2185.9336,2186.1503,0.2167,13,kernel
2186.1438,2186.3184,0.1746,14,kernel
2186.1550,2186.3953,0.2403,13,D2H
2186.3115,2186.4856,0.1741,15,kernel
2186.3996,2186.6399,0.2403,14,D2H
2186.4789,2186.6526,0.1737,16,kernel
2186.6440,2186.8842,0.2401,15,D2H
2186.8894,2187.1297,0.2402,16,D2H
2193.6239,2193.8830,0.2591,13,H2D
2193.8921,2196.2429,2.3508,13,kernel
2195.7162,2195.9841,0.2679,14,H2D
2195.9887,2196.2642,0.2755,15,H2D
2196.1469,2198.5416,2.3947,14,kernel
2196.2668,2196.5326,0.2658,16,H2D
2198.4420,2198.6593,0.2173,13,kernel
2198.6523,2200.8506,2.1984,15,kernel
2198.6647,2198.9049,0.2402,13,D2H
2200.7678,2202.9507,2.1830,16,kernel
2201.3995,2201.6720,0.2725,13,H2D
2202.8607,2203.0588,0.1981,14,kernel
2203.0529,2203.2124,0.1595,15,kernel
2203.0636,2203.3040,0.2404,14,D2H
2203.2065,2205.3525,2.1460,13,kernel
2203.3080,2203.5482,0.2402,15,D2H
2205.2621,2205.4593,0.1972,16,kernel
2205.4528,2205.6120,0.1591,13,kernel
2205.4628,2205.7032,0.2405,16,D2H
2205.7076,2205.9478,0.2402,13,D2H
2206.8721,2207.1314,0.2593,14,H2D
2207.1359,2209.2770,2.1411,14,kernel
2207.9262,2208.1970,0.2709,13,H2D
2208.2003,2208.4755,0.2753,15,H2D
2208.4784,2208.7519,0.2735,16,H2D
2209.1874,2211.3660,2.1787,13,kernel
2211.2811,2213.4565,2.1754,15,kernel
2213.3719,2215.5514,2.1794,16,kernel
2215.4600,2215.6603,0.2004,14,kernel
2215.6540,2215.8138,0.1599,13,kernel
2215.6627,2215.9027,0.2401,14,D2H
2215.8076,2215.9669,0.1593,15,kernel
2215.9070,2216.1471,0.2401,13,D2H
2215.9608,2216.1199,0.1590,16,kernel
2216.1512,2216.3912,0.2400,15,D2H
2216.3956,2216.6357,0.2401,16,D2H
2221.3491,2221.6118,0.2627,13,H2D
2221.6136,2221.8914,0.2778,14,H2D
2221.6183,2223.9078,2.2895,13,kernel
2221.8942,2222.1622,0.2681,15,H2D
2222.1651,2222.4312,0.2660,16,H2D
2223.8112,2226.1391,2.3279,14,kernel
2226.0441,2228.3660,2.3219,15,kernel
2228.2758,2230.6048,2.3290,16,kernel
2230.5074,2230.7191,0.2117,13,kernel
2230.7125,2230.8826,0.1700,14,kernel
2230.7225,2230.9628,0.2403,13,D2H
2230.8762,2231.0457,0.1695,15,kernel
2230.9670,2231.2074,0.2403,14,D2H
2231.0391,2231.2084,0.1693,16,kernel
2231.2123,2231.4531,0.2407,15,D2H
2231.4590,2231.6991,0.2402,16,D2H
2236.9188,2237.1783,0.2595,13,H2D
2237.1878,2239.4579,2.2701,13,kernel
2239.4587,2239.6261,0.1675,13,kernel
2239.6282,2239.8683,0.2402,13,D2H
2240.2409,2240.4990,0.2581,14,H2D
2240.5066,2242.7626,2.2560,14,kernel
2241.4895,2241.7494,0.2599,13,H2D
2242.6742,2244.9557,2.2815,13,kernel
2244.8544,2245.0629,0.2085,14,kernel
2245.0562,2245.2218,0.1656,13,kernel
2245.0651,2245.3270,0.2619,14,D2H
2245.2305,2245.5402,0.3097,15,H2D
2245.3376,2245.6488,0.3112,13,D2H
2245.5440,2245.8216,0.2777,16,H2D
2245.5506,2247.7859,2.2353,15,kernel
2246.6256,2246.8921,0.2665,14,H2D
2247.4474,2247.7229,0.2754,13,H2D
2247.6927,2249.9697,2.2769,16,kernel
2249.8752,2252.1479,2.2727,14,kernel
2252.0565,2254.3328,2.2762,13,kernel
2254.2370,2254.4439,0.2068,15,kernel
2254.4372,2254.6031,0.1659,16,kernel
2254.4463,2254.6868,0.2405,15,D2H
